pollster,date,sampleSize,marginError,dvalue,rvalue,Year,Type,state
CBS News/NYT/YouGov,2014-09-02,3607.0,2.0,48.0,41.0,2014,Governor,Minnesota
KSTP/SurveyUSA*,2014-08-21,600.0,4.1,49.0,40.0,2014,Governor,Minnesota
Rasmussen Reports,2014-08-14,750.0,4.0,49.0,41.0,2014,Governor,Minnesota
PPP (D),2014-06-15,,3.9,47.0,36.0,2014,Governor,Minnesota
KSTP/SurveyUSA*,2014-06-09,1017.0,3.1,46.0,40.0,2014,Governor,Minnesota
Suffolk,2014-04-28,800.0,3.5,44.0,30.0,2014,Governor,Minnesota
KSTP/SurveyUSA,2014-02-27,,4.3,52.0,34.0,2014,Governor,Minnesota
PPP (D),2014-10-29,,3.3,48.0,37.0,2014,Governor,Minnesota
PPP (D),2014-05-19,,3.7,52.0,34.0,2014,Governor,Minnesota
PPP (D),2014-01-20,,3.0,53.0,29.0,2014,Governor,Minnesota
rcp_average,,,,47.3,40.3,2014,Governor,Minnesota
CBS News/NYT/YouGov,2014-10-23,681.0,5.0,35.0,55.0,2014,Governor,Nebraksa
CBS News/NYT/YouGov,2014-10-01,721.0,4.0,35.0,55.0,2014,Governor,Nebraksa
CBS News/NYT/YouGov,2014-09-02,987.0,4.0,34.0,54.0,2014,Governor,Nebraksa
CBS News/NYT/YouGov,2014-07-24,,,41.0,49.0,2014,Governor,Nebraksa
Rasmussen Reports,2014-05-15,750.0,4.0,40.0,47.0,2014,Governor,Nebraksa
CBS News/NYT/YouGov,,681.0,5.0,35.0,55.0,2014,Governor,Nebraksa
rcp_average,2014-10-23,,,30.0,54.7,2014,Governor,Nevada
CBS News/NYT/YouGov,2014-10-23,1314.0,4.0,28.0,53.0,2014,Governor,Nevada
Harper (R),2014-07-29,602.0,4.0,34.0,56.0,2014,Governor,Nevada
Rasmussen Reports,2014-06-18,750.0,4.0,28.0,55.0,2014,Governor,Nevada
CBS News/NYT/YouGov,2014-10-01,1502.0,3.0,25.0,56.0,2014,Governor,Nevada
CBS News/NYT/YouGov,2014-09-02,2018.0,3.0,29.0,51.0,2014,Governor,Nevada
CBS News/NYT/YouGov,2014-07-24,,,33.0,57.0,2014,Governor,Nevada
rcp_average,,,,30.0,54.7,2014,Governor,Nevada
rcp_average,2014-11-03,,,49.2,45.7,2014,Governor,New Hampshire
PPP (D),2014-11-03,1690.0,2.4,51.0,46.0,2014,Governor,New Hampshire
New England College,2014-11-01,1526.0,2.5,51.0,44.0,2014,Governor,New Hampshire
WMUR/UNH,2014-11-02,757.0,3.6,50.0,49.0,2014,Governor,New Hampshire
Rasmussen Reports,2014-10-30,940.0,3.0,51.0,42.0,2014,Governor,New Hampshire
ARG,2014-10-29,600.0,4.0,48.0,46.0,2014,Governor,New Hampshire
Vox Populi (R),2014-10-28,638.0,3.9,44.0,47.0,2014,Governor,New Hampshire
WMUR/UNH,2014-10-26,555.0,4.2,52.0,37.0,2014,Governor,New Hampshire
New England College,2014-10-24,1132.0,2.9,47.0,47.0,2014,Governor,New Hampshire
ARG,2014-10-22,600.0,4.0,53.0,43.0,2014,Governor,New Hampshire
CBS News/NYT/YouGov,2014-10-23,1042.0,4.0,47.0,38.0,2014,Governor,New Hampshire
CNN/Opinion Research,2014-10-21,645.0,4.0,51.0,45.0,2014,Governor,New Hampshire
UMass Lowell/7News,2014-10-21,643.0,4.5,49.0,45.0,2014,Governor,New Hampshire
Suffolk/Boston Herald,2014-10-19,500.0,4.4,49.0,39.0,2014,Governor,New Hampshire
New England College,2014-10-16,921.0,3.2,51.0,43.0,2014,Governor,New Hampshire
New England College,2014-10-09,1081.0,3.0,49.0,44.0,2014,Governor,New Hampshire
High Point/SurveyUSA,2014-10-08,824.0,3.5,50.0,42.0,2014,Governor,New Hampshire
WMUR/UNH,2014-10-05,532.0,4.2,46.0,36.0,2014,Governor,New Hampshire
New England College,2014-10-03,1286.0,2.7,51.0,41.0,2014,Governor,New Hampshire
CBS News/NYT/YouGov,2014-10-01,1260.0,3.0,49.0,39.0,2014,Governor,New Hampshire
ARG,2014-09-29,600.0,4.0,55.0,40.0,2014,Governor,New Hampshire
New England College,2014-09-26,1331.0,2.7,48.0,44.0,2014,Governor,New Hampshire
New England College,2014-09-20,1494.0,2.5,52.0,40.0,2014,Governor,New Hampshire
Vox Populi (R),2014-09-16,,4.2,47.0,43.0,2014,Governor,New Hampshire
ARG,2014-09-15,,,51.0,39.0,2014,Governor,New Hampshire
New England College,2014-09-11,630.0,4.0,51.0,36.0,2014,Governor,New Hampshire
Rasmussen Reports,2014-09-11,750.0,4.0,51.0,40.0,2014,Governor,New Hampshire
CBS News/NYT/YouGov,2014-09-02,1159.0,4.0,51.0,34.0,2014,Governor,New Hampshire
WMUR/UNH,2014-08-17,609.0,4.0,49.0,32.0,2014,Governor,New Hampshire
CBS News/NYT/YouGov,2014-07-24,,,53.0,38.0,2014,Governor,New Hampshire
WMUR/UNH,2014-07-01,509.0,4.3,57.0,31.0,2014,Governor,New Hampshire
ARG,2014-06-18,,4.2,45.0,32.0,2014,Governor,New Hampshire
Suffolk/Boston Herald*,2014-06-18,800.0,3.5,51.0,19.0,2014,Governor,New Hampshire
Vox Populi (R),2014-05-15,,3.6,43.0,30.0,2014,Governor,New Hampshire
Dartmouth,2014-04-25,,4.8,40.0,19.0,2014,Governor,New Hampshire
WMUR/UNH,2014-04-09,387.0,5.0,49.0,19.0,2014,Governor,New Hampshire
rcp_average,,,,49.2,45.7,2014,Governor,New Hampshire
rcp_average,2014-10-23,,,37.7,51.0,2014,Governor,New Mexico
Albuquerque Journal,2014-10-23,614.0,4.0,38.0,53.0,2014,Governor,New Mexico
CBS News/NYT/YouGov,2014-10-23,962.0,6.0,38.0,50.0,2014,Governor,New Mexico
Rasmussen Reports,2014-09-23,830.0,4.0,37.0,50.0,2014,Governor,New Mexico
CBS News/NYT/YouGov,2014-10-01,1093.0,4.0,41.0,48.0,2014,Governor,New Mexico
Albuquerque Journal,2014-09-11,603.0,4.0,36.0,54.0,2014,Governor,New Mexico
CBS News/NYT/YouGov,2014-09-02,1096.0,4.0,43.0,48.0,2014,Governor,New Mexico
Albuquerque Journal,2014-08-14,606.0,4.0,41.0,50.0,2014,Governor,New Mexico
CBS News/NYT/YouGov,2014-07-24,,,44.0,51.0,2014,Governor,New Mexico
Rasmussen Reports,2014-07-22,860.0,4.0,43.0,43.0,2014,Governor,New Mexico
PPP (D),2014-03-23,,3.8,42.0,47.0,2014,Governor,New Mexico
rcp_average,,,,37.7,51.0,2014,Governor,New Mexico
rcp_average,2014-10-28,,,55.3,32.0,2014,Governor,New York
NBC NY/WSJ/Marist*,2014-10-28,503.0,4.4,56.0,30.0,2014,Governor,New York
CBS News/NYT/YouGov,2014-10-23,4506.0,2.0,56.0,31.0,2014,Governor,New York
Siena*,2014-10-20,748.0,3.6,54.0,33.0,2014,Governor,New York
Quinnipiac,2014-10-06,1153.0,2.9,55.0,34.0,2014,Governor,New York
CBS News/NYT/YouGov,2014-10-01,5122.0,2.0,57.0,30.0,2014,Governor,New York
Rasmussen Reports,2014-09-23,825.0,4.0,49.0,32.0,2014,Governor,New York
Siena*,2014-09-23,809.0,3.4,56.0,27.0,2014,Governor,New York
NBC NY/WSJ/Marist*,2014-09-21,517.0,4.3,54.0,29.0,2014,Governor,New York
CBS News/NYT/YouGov,2014-09-02,5645.0,2.0,52.0,28.0,2014,Governor,New York
Quinnipiac,2014-08-17,,3.1,56.0,28.0,2014,Governor,New York
Siena*,2014-08-07,863.0,3.3,58.0,26.0,2014,Governor,New York
NBC NY/WSJ/Marist*,2014-07-31,,3.4,54.0,23.0,2014,Governor,New York
CBS News/NYT/YouGov,2014-07-24,,,56.0,32.0,2014,Governor,New York
Siena*,2014-07-16,774.0,3.5,60.0,23.0,2014,Governor,New York
NBC NY/WSJ/Marist*,2014-07-01,,3.8,59.0,24.0,2014,Governor,New York
Siena*,2014-06-12,,3.4,57.0,21.0,2014,Governor,New York
Quinnipiac,2014-05-19,,2.9,57.0,28.0,2014,Governor,New York
Siena,2014-04-17,,3.5,58.0,28.0,2014,Governor,New York
Siena,2014-03-20,,3.4,61.0,26.0,2014,Governor,New York
NBC NY/WSJ/Marist,2014-03-03,,3.8,65.0,25.0,2014,Governor,New York
Siena,2014-02-20,,3.5,64.0,22.0,2014,Governor,New York
Quinnipiac,2014-02-10,,2.5,58.0,24.0,2014,Governor,New York
Siena,2014-01-16,,3.4,67.0,19.0,2014,Governor,New York
Quinnipiac,2014-11-24,,2.7,56.0,25.0,2014,Governor,New York
NBC NY/WSJ/Marist,2014-11-20,,5.4,65.0,23.0,2014,Governor,New York
Siena,2014-11-14,,3.5,63.0,24.0,2014,Governor,New York
rcp_average,,,,55.3,32.0,2014,Governor,New York
rcp_average,2014-10-31,,,35.0,55.7,2014,Governor,Ohio
FOX News,2014-10-30,803.0,3.0,36.0,51.0,2014,Governor,Ohio
Columbus Dispatch*,2014-10-31,1009.0,3.3,34.0,62.0,2014,Governor,Ohio
CBS News/NYT/YouGov,2014-10-23,2728.0,3.0,35.0,54.0,2014,Governor,Ohio
CBS News/NYT/YouGov,2014-10-01,3082.0,2.0,36.0,52.0,2014,Governor,Ohio
Quinnipiac,2014-09-29,999.0,3.1,35.0,57.0,2014,Governor,Ohio
Columbus Dispatch*,2014-09-12,,2.7,29.0,59.0,2014,Governor,Ohio
Rasmussen Reports,2014-09-09,780.0,4.0,30.0,50.0,2014,Governor,Ohio
CBS News/NYT/YouGov,2014-09-02,2978.0,3.0,37.0,50.0,2014,Governor,Ohio
Quinnipiac,2014-07-28,,2.7,36.0,48.0,2014,Governor,Ohio
CBS News/NYT/YouGov,2014-07-24,,,43.0,49.0,2014,Governor,Ohio
Quinnipiac,2014-05-12,,2.9,35.0,50.0,2014,Governor,Ohio
Rasmussen Reports,2014-05-08,750.0,4.0,38.0,45.0,2014,Governor,Ohio
SurveyUSA*,2014-04-28,618.0,4.0,36.0,46.0,2014,Governor,Ohio
Magellan Strategies (R),2014-04-15,857.0,3.4,41.0,47.0,2014,Governor,Ohio
Quinnipiac,2014-02-17,,2.7,38.0,43.0,2014,Governor,Ohio
Quinnipiac,2014-11-24,,2.7,37.0,44.0,2014,Governor,Ohio
PPP (D),2014-08-19,,4.2,38.0,35.0,2014,Governor,Ohio
Quinnipiac,2014-06-23,,3.2,33.0,47.0,2014,Governor,Ohio
Quinnipiac,2014-04-15,,2.9,37.0,46.0,2014,Governor,Ohio
Quinnipiac,2014-02-26,,3.1,35.0,45.0,2014,Governor,Ohio
rcp_average,,,,35.0,55.7,2014,Governor,Ohio
rcp_average,2014-10-29,,,34.3,49.3,2014,Governor,Oklahoma
Sooner Poll/News 9/News on 6*,2014-10-29,949.0,3.2,40.0,48.0,2014,Governor,Oklahoma
CBS News/NYT/YouGov,2014-10-23,995.0,5.0,32.0,56.0,2014,Governor,Oklahoma
Cole Hargrave Snodgrass u0026amp; Associates (R)*,2014-07-25,,4.3,31.0,44.0,2014,Governor,Oklahoma
CBS News/NYT/YouGov,2014-10-01,1244.0,3.0,33.0,58.0,2014,Governor,Oklahoma
Sooner Poll/News 9/News on 6*,2014-09-29,400.0,4.9,36.0,50.0,2014,Governor,Oklahoma
CBS News/NYT/YouGov,2014-09-02,821.0,5.0,35.0,53.0,2014,Governor,Oklahoma
Sooner Poll/News 9/News on 6*,2014-08-30,603.0,4.0,32.0,50.0,2014,Governor,Oklahoma
CBS News/NYT/YouGov,2014-07-24,,,40.0,49.0,2014,Governor,Oklahoma
Rasmussen Reports,2014-07-16,750.0,4.0,40.0,45.0,2014,Governor,Oklahoma
rcp_average,,,,34.3,49.3,2014,Governor,Oklahoma
rcp_average,2014-10-27,,,47.7,40.0,2014,Governor,Oregon
The Oregonian/Elway,2014-10-27,403.0,5.0,45.0,38.0,2014,Governor,Oregon
SurveyUSA,2014-10-27,552.0,4.3,50.0,40.0,2014,Governor,Oregon
CBS News/NYT/YouGov,2014-10-23,1421.0,4.0,48.0,42.0,2014,Governor,Oregon
SurveyUSA,2014-10-19,561.0,4.2,51.0,38.0,2014,Governor,Oregon
CBS News/NYT/YouGov,2014-10-01,1508.0,3.0,49.0,42.0,2014,Governor,Oregon
SurveyUSA,2014-09-24,568.0,4.2,50.0,38.0,2014,Governor,Oregon
Rasmussen Reports,2014-09-03,750.0,4.0,48.0,38.0,2014,Governor,Oregon
CBS News/NYT/YouGov,2014-09-02,1541.0,4.0,48.0,42.0,2014,Governor,Oregon
SurveyUSA,2014-08-05,564.0,4.2,48.0,36.0,2014,Governor,Oregon
CBS News/NYT/YouGov,2014-07-24,,,52.0,42.0,2014,Governor,Oregon
SurveyUSA,2014-06-09,560.0,4.2,48.0,35.0,2014,Governor,Oregon
PPP (D),2014-05-27,,3.2,49.0,36.0,2014,Governor,Oregon
DHM Research/OPB,2014-05-02,,4.9,48.0,36.0,2014,Governor,Oregon
Vox Populi/Daily Caller (R),2014-04-30,,3.9,44.0,44.0,2014,Governor,Oregon
Harper (R),2014-04-02,670.0,3.9,46.0,43.0,2014,Governor,Oregon
rcp_average,,,,47.7,40.0,2014,Governor,Oregon
rcp_average,2014-10-29,,,51.2,40.2,2014,Governor,Pennsylvania
Morning Call,2014-10-29,409.0,5.0,51.0,39.0,2014,Governor,Pennsylvania
Magellan (R),2014-10-28,1433.0,2.6,50.0,43.0,2014,Governor,Pennsylvania
Harper (R),2014-10-27,680.0,3.8,50.0,40.0,2014,Governor,Pennsylvania
Franklin u0026amp; Marshall,2014-10-26,326.0,5.1,53.0,40.0,2014,Governor,Pennsylvania
CBS News/NYT/YouGov,2014-10-23,3111.0,3.0,52.0,39.0,2014,Governor,Pennsylvania
Magellan (R),2014-10-14,1131.0,2.9,49.0,42.0,2014,Governor,Pennsylvania
Quinnipiac,2014-10-05,907.0,3.3,55.0,38.0,2014,Governor,Pennsylvania
CBS News/NYT/YouGov,2014-10-01,3283.0,2.0,50.0,41.0,2014,Governor,Pennsylvania
Mercyhurst University,2014-09-24,,4.5,43.0,28.0,2014,Governor,Pennsylvania
Franklin u0026amp; Marshall,2014-09-22,231.0,6.4,57.0,37.0,2014,Governor,Pennsylvania
Magellan (R),2014-09-18,1120.0,2.9,49.0,40.0,2014,Governor,Pennsylvania
Morning Call,2014-09-18,429.0,5.0,54.0,33.0,2014,Governor,Pennsylvania
Quinnipiac,2014-09-08,1161.0,2.9,59.0,35.0,2014,Governor,Pennsylvania
Harper (R),2014-09-03,665.0,3.2,52.0,41.0,2014,Governor,Pennsylvania
CBS News/NYT/YouGov,2014-09-02,3560.0,2.0,50.0,39.0,2014,Governor,Pennsylvania
Franklin u0026amp; Marshall,2014-08-25,,4.3,49.0,24.0,2014,Governor,Pennsylvania
Magellan (R),2014-07-31,1214.0,2.8,50.0,38.0,2014,Governor,Pennsylvania
CBS News/NYT/YouGov,2014-07-24,,,52.0,39.0,2014,Governor,Pennsylvania
Franklin u0026amp; Marshall,2014-06-29,,4.4,47.0,25.0,2014,Governor,Pennsylvania
Quinnipiac,2014-06-02,,2.7,53.0,33.0,2014,Governor,Pennsylvania
PPP (D),2014-06-01,,3.4,55.0,30.0,2014,Governor,Pennsylvania
Rasmussen Reports,2014-05-28,750.0,4.0,51.0,31.0,2014,Governor,Pennsylvania
Quinnipiac,2014-02-24,,2.6,52.0,33.0,2014,Governor,Pennsylvania
Quinnipiac,2014-12-16,,,44.0,37.0,2014,Governor,Pennsylvania
PPP (D),2014-11-25,,3.7,44.0,32.0,2014,Governor,Pennsylvania
Quinnipiac,2014-03-11,,,39.0,39.0,2014,Governor,Pennsylvania
PPP (D),2014-03-10,,4.4,42.0,33.0,2014,Governor,Pennsylvania
PPP (D),2014-01-06,,3.8,29.0,41.0,2014,Governor,Pennsylvania
rcp_average,,,,51.2,40.2,2014,Governor,Pennsylvania
rcp_average,2014-10-26,,,40.0,36.0,2014,Governor,Rhode Island
Brown University*,2014-10-26,500.0,4.4,38.0,37.0,2014,Governor,Rhode Island
CBS News/NYT/YouGov,2014-10-23,866.0,6.0,40.0,35.0,2014,Governor,Rhode Island
Providence Journal/WPRI*,2014-10-09,505.0,4.4,42.0,36.0,2014,Governor,Rhode Island
Brown University*,2014-10-17,1129.0,2.9,42.0,31.0,2014,Governor,Rhode Island
CBS News/NYT/YouGov,2014-10-01,724.0,4.0,41.0,38.0,2014,Governor,Rhode Island
Rasmussen Reports,2014-09-25,750.0,4.0,42.0,37.0,2014,Governor,Rhode Island
rcp_average,,,,40.0,36.0,2014,Governor,Rhode Island
rcp_average,2014-10-23,,,33.5,49.0,2014,Governor,South Carolina
CBS News/NYT/YouGov,2014-10-23,1566.0,4.0,33.0,50.0,2014,Governor,South Carolina
Palmetto Politics Poll/VSS*,2014-10-19,917.0,3.2,31.0,51.0,2014,Governor,South Carolina
Winthrop*,2014-09-28,1082.0,3.0,34.0,44.0,2014,Governor,South Carolina
Rasmussen Reports,2014-08-26,750.0,4.0,36.0,51.0,2014,Governor,South Carolina
CBS News/NYT/YouGov,2014-10-01,2663.0,2.0,36.0,53.0,2014,Governor,South Carolina
CBS News/NYT/YouGov,2014-09-02,833.0,5.0,35.0,56.0,2014,Governor,South Carolina
CBS News/NYT/YouGov,2014-07-24,,,38.0,55.0,2014,Governor,South Carolina
Palmetto Politics Poll/VSS,2014-07-13,1000.0,3.1,40.0,53.0,2014,Governor,South Carolina
Rasmussen Reports,2014-04-15,750.0,4.0,37.0,52.0,2014,Governor,South Carolina
Harper (R),2014-10-28,676.0,3.8,39.0,48.0,2014,Governor,South Carolina
rcp_average,,,,33.5,49.0,2014,Governor,South Carolina
rcp_average,2014-10-26,,,29.0,59.3,2014,Governor,South Dakota
SurveyUSA*,2014-10-26,611.0,4.0,34.0,54.0,2014,Governor,South Dakota
Argus Leader/Mason-Dixon*,2014-10-23,800.0,3.5,26.0,62.0,2014,Governor,South Dakota
NBC News/Marist,2014-10-23,730.0,3.6,28.0,67.0,2014,Governor,South Dakota
CBS News/NYT/YouGov,2014-10-23,527.0,8.0,28.0,54.0,2014,Governor,South Dakota
Harper (R)*,2014-10-11,630.0,3.9,35.0,53.0,2014,Governor,South Dakota
SurveyUSA*,2014-10-05,616.0,4.0,30.0,59.0,2014,Governor,South Dakota
CBS News/NYT/YouGov,2014-10-01,382.0,7.0,31.0,57.0,2014,Governor,South Dakota
Nielson Brothers*,2014-09-25,607.0,3.4,28.0,53.0,2014,Governor,South Dakota
SurveyUSA*,2014-09-07,510.0,4.4,34.0,54.0,2014,Governor,South Dakota
CBS News/NYT/YouGov,2014-09-02,526.0,6.0,28.0,55.0,2014,Governor,South Dakota
Nielson Brothers*,2014-07-28,572.0,4.1,29.0,53.0,2014,Governor,South Dakota
CBS News/NYT/YouGov,2014-07-24,,,27.0,66.0,2014,Governor,South Dakota
Rasmussen Reports,2014-06-05,750.0,4.0,35.0,55.0,2014,Governor,South Dakota
SurveyUSA*,2014-05-10,504.0,4.4,23.0,56.0,2014,Governor,South Dakota
rcp_average,,,,29.0,59.3,2014,Governor,South Dakota
rcp_average,2014-10-23,,,30.0,56.5,2014,Governor,Tennessee
CBS News/NYT/YouGov,2014-10-23,974.0,5.0,30.0,58.0,2014,Governor,Tennessee
Rasmussen Reports,2014-08-12,750.0,3.0,30.0,55.0,2014,Governor,Tennessee
CBS News/NYT/YouGov,2014-10-01,1007.0,4.0,28.0,60.0,2014,Governor,Tennessee
CBS News/NYT/YouGov,2014-09-02,1056.0,4.0,29.0,56.0,2014,Governor,Tennessee
rcp_average,,,,30.0,56.5,2014,Governor,Tennessee
rcp_average,2014-10-23,,,35.7,52.7,2014,Governor,Texas
CBS News/NYT/YouGov,2014-10-23,3987.0,3.0,37.0,57.0,2014,Governor,Texas
UT/Texas Tribune*,2014-10-19,866.0,3.3,38.0,54.0,2014,Governor,Texas
KHOU/Houston Public Media,2014-10-16,781.0,3.5,32.0,47.0,2014,Governor,Texas
Rasmussen Reports,2014-10-02,840.0,3.5,40.0,51.0,2014,Governor,Texas
CBS News/NYT/YouGov,2014-10-01,4177.0,2.0,40.0,54.0,2014,Governor,Texas
Texas Lyceum*,2014-09-25,666.0,3.8,40.0,49.0,2014,Governor,Texas
CBS News/NYT/YouGov,2014-09-02,4189.0,2.0,38.0,56.0,2014,Governor,Texas
Rasmussen Reports,2014-08-05,850.0,3.5,40.0,48.0,2014,Governor,Texas
CBS News/NYT/YouGov,2014-07-24,,,37.0,54.0,2014,Governor,Texas
UT/Texas Tribune*,2014-06-08,,2.8,32.0,44.0,2014,Governor,Texas
PPP (D),2014-04-13,,4.1,37.0,51.0,2014,Governor,Texas
Rasmussen Reports,2014-03-04,500.0,4.5,41.0,53.0,2014,Governor,Texas
UT/Texas Tribune,2014-02-17,,2.8,36.0,47.0,2014,Governor,Texas
PPP (D),2014-11-04,,4.4,35.0,50.0,2014,Governor,Texas
UT/Texas Tribune,2014-10-27,,2.8,34.0,40.0,2014,Governor,Texas
Texas Lyceum,2014-09-20,,3.5,21.0,29.0,2014,Governor,Texas
PPP (D),2014-07-01,,4.4,40.0,48.0,2014,Governor,Texas
PPP (D),2014-01-27,,4.4,34.0,46.0,2014,Governor,Texas
rcp_average,,,,35.7,52.7,2014,Governor,Texas
CBS News/NYT/YouGov*,2014-10-23,329.0,8.0,47.0,35.0,2014,Governor,Vermont
CBS News/NYT/YouGov*,2014-10-01,328.0,6.0,46.0,29.0,2014,Governor,Vermont
CBS News/NYT/YouGov*,2014-09-02,430.0,6.0,45.0,35.0,2014,Governor,Vermont
Rasmussen Reports,2014-08-28,700.0,4.0,48.0,36.0,2014,Governor,Vermont
CBS News/NYT/YouGov*,2014-07-24,,,52.0,27.0,2014,Governor,Vermont
CBS News/NYT/YouGov*,,329.0,8.0,47.0,35.0,2014,Governor,Vermont
rcp_average,2014-10-31,,,45.3,47.5,2014,Governor,Wisconsin
YouGov,2014-10-31,1494.0,3.4,43.0,45.0,2014,Governor,Wisconsin
Marquette University,2014-10-26,1164.0,3.0,43.0,50.0,2014,Governor,Wisconsin
Rasmussen Reports,2014-10-21,973.0,3.0,49.0,48.0,2014,Governor,Wisconsin
WPR/St. Norbert,2014-10-21,525.0,4.4,46.0,47.0,2014,Governor,Wisconsin
CBS News/NYT/YouGov,2014-10-23,3308.0,3.0,45.0,46.0,2014,Governor,Wisconsin
Marquette University,2014-10-12,803.0,3.5,47.0,47.0,2014,Governor,Wisconsin
CBS News/NYT/YouGov,2014-10-01,1444.0,3.0,49.0,48.0,2014,Governor,Wisconsin
Marquette University,2014-09-28,585.0,4.1,45.0,50.0,2014,Governor,Wisconsin
Marquette University,2014-09-14,589.0,4.1,46.0,49.0,2014,Governor,Wisconsin
Rasmussen Reports,2014-09-16,750.0,4.0,46.0,48.0,2014,Governor,Wisconsin
WeAskAmerica*,2014-09-03,1170.0,3.0,48.0,44.0,2014,Governor,Wisconsin
CBS News/NYT/YouGov,2014-09-02,1473.0,4.0,45.0,49.0,2014,Governor,Wisconsin
Marquette University,2014-08-24,609.0,4.1,49.0,47.0,2014,Governor,Wisconsin
Rasmussen Reports,2014-08-14,750.0,4.0,47.0,48.0,2014,Governor,Wisconsin
Marquette University,2014-07-20,549.0,4.3,47.0,46.0,2014,Governor,Wisconsin
CBS News/NYT/YouGov,2014-07-24,,,46.0,47.0,2014,Governor,Wisconsin
Marquette University,2014-05-18,586.0,3.5,45.0,48.0,2014,Governor,Wisconsin
Magellan Strategies (R),2014-04-15,851.0,3.4,47.0,47.0,2014,Governor,Wisconsin
PPP (D),2014-04-20,,2.9,45.0,48.0,2014,Governor,Wisconsin
WPR/St. Norbert,2014-04-03,,,40.0,56.0,2014,Governor,Wisconsin
Marquette University,2014-03-23,,3.5,41.0,48.0,2014,Governor,Wisconsin
Rasmussen Reports,2014-03-11,500.0,4.5,45.0,45.0,2014,Governor,Wisconsin
Marquette University,2014-01-23,,3.5,41.0,47.0,2014,Governor,Wisconsin
Marquette University,2014-10-24,,3.5,45.0,47.0,2014,Governor,Wisconsin
PPP (D),2014-09-16,,2.9,42.0,48.0,2014,Governor,Wisconsin
rcp_average,,,,45.3,47.5,2014,Governor,Wisconsin
rcp_average,2014-10-23,,,33.5,56.5,2014,Governor,Wyoming
CBS News/NYT/YouGov,2014-10-23,258.0,11.0,33.0,58.0,2014,Governor,Wyoming
Rasmussen Reports,2014-08-21,700.0,4.0,34.0,55.0,2014,Governor,Wyoming
CBS News/NYT/YouGov,2014-10-01,264.0,7.0,30.0,53.0,2014,Governor,Wyoming
CBS News/NYT/YouGov,2014-09-02,350.0,8.0,25.0,53.0,2014,Governor,Wyoming
CBS News/NYT/YouGov,2014-07-24,,,25.0,53.0,2014,Governor,Wyoming
rcp_average,,,,33.5,56.5,2014,Governor,Wyoming
ABC News/Wash Post,2014-01-23,,,46.0,45.0,2014,General Congressional,
ABC News/Wash Post,2014-05-19,,,40.0,48.0,2014,General Congressional,
ABC News/Wash Post,2014-04-27,,,44.0,45.0,2014,General Congressional,
ABC News/Wash Post,2014-06-01,,,45.0,47.0,2014,General Congressional,
ABC News/Wash Post,2014-03-02,,,45.0,46.0,2014,General Congressional,
ABC News/Wash Post,2014-10-26,758.0,,50.0,44.0,2014,General Congressional,
ABC News/Wash Post,2014-09-07,,,47.0,44.0,2014,General Congressional,
ABC News/Wash Post,2014-12-15,,,45.0,47.0,2014,General Congressional,
ABC News/Wash Post,2014-10-20,,,40.0,48.0,2014,General Congressional,
ABC News/Wash Post,2014-10-12,629.0,,50.0,43.0,2014,General Congressional,
Associated Press/GfK,2014-10-20,968.0,,40.0,32.0,2014,General Congressional,
Bloomberg,2014-06-09,763.0,,43.0,43.0,2014,General Congressional,
CBS News,2014-10-06,575.0,,49.0,43.0,2014,General Congressional,
CBS News,2014-10-27,624.0,,50.0,42.0,2014,General Congressional,
CBS News,2014-03-23,,,39.0,39.0,2014,General Congressional,
CBS News,2014-08-04,,,37.0,41.0,2014,General Congressional,
CBS News,2014-05-19,,,39.0,40.0,2014,General Congressional,
CBS News/NY Times,2014-02-23,,,42.0,39.0,2014,General Congressional,
CBS News/NY Times,2014-06-22,,,39.0,42.0,2014,General Congressional,
CBS News/NY Times,2014-09-15,470.0,,49.0,42.0,2014,General Congressional,
CNN/Opinion Research,2014-09-07,,,49.0,45.0,2014,General Congressional,
CNN/Opinion Research,2014-10-20,,,42.0,50.0,2014,General Congressional,
CNN/Opinion Research,2014-12-19,,,49.0,44.0,2014,General Congressional,
CNN/Opinion Research,2014-07-20,,,44.0,48.0,2014,General Congressional,
CNN/Opinion Research,2014-09-28,701.0,,45.0,47.0,2014,General Congressional,
CNN/Opinion Research,2014-11-20,,,49.0,47.0,2014,General Congressional,
CNN/Opinion Research,2014-05-04,,,46.0,45.0,2014,General Congressional,
CNN/Opinion Research,2014-10-26,540.0,,46.0,47.0,2014,General Congressional,
Democracy Corps (D),2014-03-12,840.0,,42.0,46.0,2014,General Congressional,
Democracy Corps (D),2014-01-14,852.0,,42.0,46.0,2014,General Congressional,
Democracy Corps (D),2014-10-08,860.0,,43.0,47.0,2014,General Congressional,
Democracy Corps (D),2014-07-15,841.0,,44.0,43.0,2014,General Congressional,
FOX News,2014-12-16,,,43.0,43.0,2014,General Congressional,
FOX News,2014-09-09,833.0,,47.0,40.0,2014,General Congressional,
FOX News,2014-06-23,,,42.0,42.0,2014,General Congressional,
FOX News,2014-10-14,831.0,,45.0,42.0,2014,General Congressional,
FOX News,2014-11-12,,,43.0,40.0,2014,General Congressional,
FOX News,2014-08-12,,,39.0,46.0,2014,General Congressional,
FOX News,2014-07-22,,,41.0,43.0,2014,General Congressional,
FOX News,2014-01-21,,,43.0,41.0,2014,General Congressional,
FOX News,2014-09-30,845.0,,47.0,40.0,2014,General Congressional,
